1 Platforms found
1 Devices found
Max workgroup size is 1024
1149 + 2947 = 4096
1150 + 2946 = 4096
1151 + 2945 = 4096
1152 + 2944 = 4096
1153 + 2943 = 4096
1154 + 2942 = 4096
1155 + 2941 = 4096
1156 + 2940 = 4096
1157 + 2939 = 4096
1158 + 2938 = 4096
1159 + 2937 = 4096
1160 + 2936 = 4096
1161 + 2935 = 4096
1162 + 2934 = 4096
1163 + 2933 = 4096
1164 + 2932 = 4096
1165 + 2931 = 4096
1166 + 2930 = 4096
1167 + 2929 = 4096
1168 + 2928 = 4096
1169 + 2927 = 4096
1170 + 2926 = 4096
1171 + 2925 = 4096
1172 + 2924 = 4096
1173 + 2923 = 4096
1174 + 2922 = 4096
1175 + 2921 = 4096
1176 + 2920 = 4096
1177 + 2919 = 4096
1178 + 2918 = 4096
1179 + 2917 = 4096
1180 + 2916 = 4096
1181 + 2915 = 4096
1182 + 2914 = 4096
1183 + 2913 = 4096
1184 + 2912 = 4096
1185 + 2911 = 4096
1186 + 2910 = 4096
1187 + 2909 = 4096
1188 + 2908 = 4096
1189 + 2907 = 4096
1190 + 2906 = 4096
1191 + 2905 = 4096
1192 + 2904 = 4096
1193 + 2903 = 4096
1194 + 2902 = 4096
1195 + 2901 = 4096
1196 + 2900 = 4096
1197 + 2899 = 4096
1198 + 2898 = 4096
1199 + 2897 = 4096
1200 + 2896 = 4096
1201 + 2895 = 4096
1202 + 2894 = 4096
1203 + 2893 = 4096
1204 + 2892 = 4096
1205 + 2891 = 4096
1206 + 2890 = 4096
1207 + 2889 = 4096
1208 + 2888 = 4096
1209 + 2887 = 4096
1210 + 2886 = 4096
1211 + 2885 = 4096
1212 + 2884 = 4096
1213 + 2883 = 4096
1214 + 2882 = 4096
1215 + 2881 = 4096
1216 + 2880 = 4096
1217 + 2879 = 4096
1218 + 2878 = 4096
1219 + 2877 = 4096
1220 + 2876 = 4096
1221 + 2875 = 4096
1222 + 2874 = 4096
1223 + 2873 = 4096
1224 + 2872 = 4096
1225 + 2871 = 4096
1226 + 2870 = 4096
1227 + 2869 = 4096
1228 + 2868 = 4096
1229 + 2867 = 4096
1230 + 2866 = 4096
1231 + 2865 = 4096
1232 + 2864 = 4096
1233 + 2863 = 4096
1234 + 2862 = 4096
1235 + 2861 = 4096
1236 + 2860 = 4096
1237 + 2859 = 4096
1238 + 2858 = 4096
1239 + 2857 = 4096
1240 + 2856 = 4096
1241 + 2855 = 4096
1242 + 2854 = 4096
1243 + 2853 = 4096
1244 + 2852 = 4096
1245 + 2851 = 4096
1246 + 2850 = 4096
1247 + 2849 = 4096
1248 + 2848 = 4096
1249 + 2847 = 4096
1250 + 2846 = 4096
1251 + 2845 = 4096
1252 + 2844 = 4096
1253 + 2843 = 4096
1254 + 2842 = 4096
1255 + 2841 = 4096
1256 + 2840 = 4096
1257 + 2839 = 4096
1258 + 2838 = 4096
1259 + 2837 = 4096
1260 + 2836 = 4096
1261 + 2835 = 4096
1262 + 2834 = 4096
1263 + 2833 = 4096
1264 + 2832 = 4096
1265 + 2831 = 4096
1266 + 2830 = 4096
1267 + 2829 = 4096
1268 + 2828 = 4096
1269 + 2827 = 4096
1270 + 2826 = 4096
1271 + 2825 = 4096
1272 + 2824 = 4096
1273 + 2823 = 4096
1274 + 2822 = 4096
1275 + 2821 = 4096
1276 + 2820 = 4096
1277 + 2819 = 4096
1278 + 2818 = 4096
1279 + 2817 = 4096
1280 + 2816 = 4096
1281 + 2815 = 4096
1282 + 2814 = 4096
1283 + 2813 = 4096
1284 + 2812 = 4096
1285 + 2811 = 4096
1286 + 2810 = 4096
1287 + 2809 = 4096
1288 + 2808 = 4096
1289 + 2807 = 4096
1290 + 2806 = 4096
1291 + 2805 = 4096
1292 + 2804 = 4096
1293 + 2803 = 4096
1294 + 2802 = 4096
1295 + 2801 = 4096
1296 + 2800 = 4096
1297 + 2799 = 4096
1298 + 2798 = 4096
1299 + 2797 = 4096
1300 + 2796 = 4096
1301 + 2795 = 4096
1302 + 2794 = 4096
1303 + 2793 = 4096
1304 + 2792 = 4096
1305 + 2791 = 4096
1306 + 2790 = 4096
1307 + 2789 = 4096
1308 + 2788 = 4096
1309 + 2787 = 4096
1310 + 2786 = 4096
1311 + 2785 = 4096
1312 + 2784 = 4096
1313 + 2783 = 4096
1314 + 2782 = 4096
1315 + 2781 = 4096
1316 + 2780 = 4096
1317 + 2779 = 4096
1318 + 2778 = 4096
1319 + 2777 = 4096
1320 + 2776 = 4096
1321 + 2775 = 4096
1322 + 2774 = 4096
1323 + 2773 = 4096
1324 + 2772 = 4096
1325 + 2771 = 4096
1326 + 2770 = 4096
1327 + 2769 = 4096
1328 + 2768 = 4096
1329 + 2767 = 4096
1330 + 2766 = 4096
1331 + 2765 = 4096
1332 + 2764 = 4096
1333 + 2763 = 4096
1334 + 2762 = 4096
1335 + 2761 = 4096
1336 + 2760 = 4096
1337 + 2759 = 4096
1338 + 2758 = 4096
1339 + 2757 = 4096
1340 + 2756 = 4096
1341 + 2755 = 4096
1342 + 2754 = 4096
1343 + 2753 = 4096
1344 + 2752 = 4096
1345 + 2751 = 4096
1346 + 2750 = 4096
1347 + 2749 = 4096
1348 + 2748 = 4096
1349 + 2747 = 4096
1350 + 2746 = 4096
1351 + 2745 = 4096
1352 + 2744 = 4096
1353 + 2743 = 4096
1354 + 2742 = 4096
1355 + 2741 = 4096
1356 + 2740 = 4096
1357 + 2739 = 4096
1358 + 2738 = 4096
1359 + 2737 = 4096
1360 + 2736 = 4096
1361 + 2735 = 4096
1362 + 2734 = 4096
1363 + 2733 = 4096
1364 + 2732 = 4096
1365 + 2731 = 4096
1366 + 2730 = 4096
1367 + 2729 = 4096
1368 + 2728 = 4096
1369 + 2727 = 4096
1370 + 2726 = 4096
1371 + 2725 = 4096
1372 + 2724 = 4096
1373 + 2723 = 4096
1374 + 2722 = 4096
1375 + 2721 = 4096
1376 + 2720 = 4096
1377 + 2719 = 4096
1378 + 2718 = 4096
1379 + 2717 = 4096
1380 + 2716 = 4096
1381 + 2715 = 4096
1382 + 2714 = 4096
1383 + 2713 = 4096
1384 + 2712 = 4096
1385 + 2711 = 4096
1386 + 2710 = 4096
1387 + 2709 = 4096
1388 + 2708 = 4096
1389 + 2707 = 4096
1390 + 2706 = 4096
1391 + 2705 = 4096
1392 + 2704 = 4096
1393 + 2703 = 4096
1394 + 2702 = 4096
1395 + 2701 = 4096
1396 + 2700 = 4096
1397 + 2699 = 4096
1398 + 2698 = 4096
1399 + 2697 = 4096
1400 + 2696 = 4096
1401 + 2695 = 4096
1402 + 2694 = 4096
1403 + 2693 = 4096
1404 + 2692 = 4096
1405 + 2691 = 4096
1406 + 2690 = 4096
1407 + 2689 = 4096
1408 + 2688 = 4096
1409 + 2687 = 4096
1410 + 2686 = 4096
1411 + 2685 = 4096
1412 + 2684 = 4096
1413 + 2683 = 4096
1414 + 2682 = 4096
1415 + 2681 = 4096
1416 + 2680 = 4096
1417 + 2679 = 4096
1418 + 2678 = 4096
1419 + 2677 = 4096
1420 + 2676 = 4096
1421 + 2675 = 4096
1422 + 2674 = 4096
1423 + 2673 = 4096
1424 + 2672 = 4096
1425 + 2671 = 4096
1426 + 2670 = 4096
1427 + 2669 = 4096
1428 + 2668 = 4096
1429 + 2667 = 4096
1430 + 2666 = 4096
1431 + 2665 = 4096
1432 + 2664 = 4096
1433 + 2663 = 4096
1434 + 2662 = 4096
1435 + 2661 = 4096
1436 + 2660 = 4096
1437 + 2659 = 4096
1438 + 2658 = 4096
1439 + 2657 = 4096
1440 + 2656 = 4096
1441 + 2655 = 4096
1442 + 2654 = 4096
1443 + 2653 = 4096
1444 + 2652 = 4096
1445 + 2651 = 4096
1446 + 2650 = 4096
1447 + 2649 = 4096
1448 + 2648 = 4096
1449 + 2647 = 4096
1450 + 2646 = 4096
1451 + 2645 = 4096
1452 + 2644 = 4096
1453 + 2643 = 4096
1454 + 2642 = 4096
1455 + 2641 = 4096
1456 + 2640 = 4096
1457 + 2639 = 4096
1458 + 2638 = 4096
1459 + 2637 = 4096
1460 + 2636 = 4096
1461 + 2635 = 4096
1462 + 2634 = 4096
1463 + 2633 = 4096
1464 + 2632 = 4096
1465 + 2631 = 4096
1466 + 2630 = 4096
1467 + 2629 = 4096
1468 + 2628 = 4096
1469 + 2627 = 4096
1470 + 2626 = 4096
1471 + 2625 = 4096
1472 + 2624 = 4096
1473 + 2623 = 4096
1474 + 2622 = 4096
1475 + 2621 = 4096
1476 + 2620 = 4096
1477 + 2619 = 4096
1478 + 2618 = 4096
1479 + 2617 = 4096
1480 + 2616 = 4096
1481 + 2615 = 4096
1482 + 2614 = 4096
1483 + 2613 = 4096
1484 + 2612 = 4096
1485 + 2611 = 4096
1486 + 2610 = 4096
1487 + 2609 = 4096
1488 + 2608 = 4096
1489 + 2607 = 4096
1490 + 2606 = 4096
1491 + 2605 = 4096
1492 + 2604 = 4096
1493 + 2603 = 4096
1494 + 2602 = 4096
1495 + 2601 = 4096
1496 + 2600 = 4096
1497 + 2599 = 4096
1498 + 2598 = 4096
1499 + 2597 = 4096
1500 + 2596 = 4096
1501 + 2595 = 4096
1502 + 2594 = 4096
1503 + 2593 = 4096
1504 + 2592 = 4096
1505 + 2591 = 4096
1506 + 2590 = 4096
1507 + 2589 = 4096
1508 + 2588 = 4096
1509 + 2587 = 4096
1510 + 2586 = 4096
1511 + 2585 = 4096
1512 + 2584 = 4096
1513 + 2583 = 4096
1514 + 2582 = 4096
1515 + 2581 = 4096
1516 + 2580 = 4096
1517 + 2579 = 4096
1518 + 2578 = 4096
1519 + 2577 = 4096
1520 + 2576 = 4096
1521 + 2575 = 4096
1522 + 2574 = 4096
1523 + 2573 = 4096
1524 + 2572 = 4096
1525 + 2571 = 4096
1526 + 2570 = 4096
1527 + 2569 = 4096
1528 + 2568 = 4096
1529 + 2567 = 4096
1530 + 2566 = 4096
1531 + 2565 = 4096
1532 + 2564 = 4096
1533 + 2563 = 4096
1534 + 2562 = 4096
1535 + 2561 = 4096
1536 + 2560 = 4096
1537 + 2559 = 4096
1538 + 2558 = 4096
1539 + 2557 = 4096
1540 + 2556 = 4096
1541 + 2555 = 4096
1542 + 2554 = 4096
1543 + 2553 = 4096
1544 + 2552 = 4096
1545 + 2551 = 4096
1546 + 2550 = 4096
1547 + 2549 = 4096
1548 + 2548 = 4096
1549 + 2547 = 4096
1550 + 2546 = 4096
1551 + 2545 = 4096
1552 + 2544 = 4096
1553 + 2543 = 4096
1554 + 2542 = 4096
1555 + 2541 = 4096
1556 + 2540 = 4096
1557 + 2539 = 4096
1558 + 2538 = 4096
1559 + 2537 = 4096
1560 + 2536 = 4096
1561 + 2535 = 4096
1562 + 2534 = 4096
1563 + 2533 = 4096
1564 + 2532 = 4096
1565 + 2531 = 4096
1566 + 2530 = 4096
1567 + 2529 = 4096
1568 + 2528 = 4096
1569 + 2527 = 4096
1570 + 2526 = 4096
1571 + 2525 = 4096
1572 + 2524 = 4096
1573 + 2523 = 4096
1574 + 2522 = 4096
1575 + 2521 = 4096
1576 + 2520 = 4096
1577 + 2519 = 4096
1578 + 2518 = 4096
1579 + 2517 = 4096
1580 + 2516 = 4096
1581 + 2515 = 4096
1582 + 2514 = 4096
1583 + 2513 = 4096
1584 + 2512 = 4096
1585 + 2511 = 4096
1586 + 2510 = 4096
1587 + 2509 = 4096
1588 + 2508 = 4096
1589 + 2507 = 4096
1590 + 2506 = 4096
1591 + 2505 = 4096
1592 + 2504 = 4096
1593 + 2503 = 4096
1594 + 2502 = 4096
1595 + 2501 = 4096
1596 + 2500 = 4096
1597 + 2499 = 4096
1598 + 2498 = 4096
1599 + 2497 = 4096
1600 + 2496 = 4096
1601 + 2495 = 4096
1602 + 2494 = 4096
1603 + 2493 = 4096
1604 + 2492 = 4096
1605 + 2491 = 4096
1606 + 2490 = 4096
1607 + 2489 = 4096
1608 + 2488 = 4096
1609 + 2487 = 4096
1610 + 2486 = 4096
1611 + 2485 = 4096
1612 + 2484 = 4096
1613 + 2483 = 4096
1614 + 2482 = 4096
1615 + 2481 = 4096
1616 + 2480 = 4096
1617 + 2479 = 4096
1618 + 2478 = 4096
1619 + 2477 = 4096
1620 + 2476 = 4096
1621 + 2475 = 4096
1622 + 2474 = 4096
1623 + 2473 = 4096
1624 + 2472 = 4096
1625 + 2471 = 4096
1626 + 2470 = 4096
1627 + 2469 = 4096
1628 + 2468 = 4096
1629 + 2467 = 4096
1630 + 2466 = 4096
1631 + 2465 = 4096
1632 + 2464 = 4096
1633 + 2463 = 4096
1634 + 2462 = 4096
1635 + 2461 = 4096
1636 + 2460 = 4096
1637 + 2459 = 4096
1638 + 2458 = 4096
1639 + 2457 = 4096
1640 + 2456 = 4096
1641 + 2455 = 4096
1642 + 2454 = 4096
1643 + 2453 = 4096
1644 + 2452 = 4096
1645 + 2451 = 4096
1646 + 2450 = 4096
1647 + 2449 = 4096
1648 + 2448 = 4096
1649 + 2447 = 4096
1650 + 2446 = 4096
1651 + 2445 = 4096
1652 + 2444 = 4096
1653 + 2443 = 4096
1654 + 2442 = 4096
1655 + 2441 = 4096
1656 + 2440 = 4096
1657 + 2439 = 4096
1658 + 2438 = 4096
1659 + 2437 = 4096
1660 + 2436 = 4096
1661 + 2435 = 4096
1662 + 2434 = 4096
1663 + 2433 = 4096
1664 + 2432 = 4096
1665 + 2431 = 4096
1666 + 2430 = 4096
1667 + 2429 = 4096
1668 + 2428 = 4096
1669 + 2427 = 4096
1670 + 2426 = 4096
1671 + 2425 = 4096
1672 + 2424 = 4096
1673 + 2423 = 4096
1674 + 2422 = 4096
1675 + 2421 = 4096
1676 + 2420 = 4096
1677 + 2419 = 4096
1678 + 2418 = 4096
1679 + 2417 = 4096
1680 + 2416 = 4096
1681 + 2415 = 4096
1682 + 2414 = 4096
1683 + 2413 = 4096
1684 + 2412 = 4096
1685 + 2411 = 4096
1686 + 2410 = 4096
1687 + 2409 = 4096
1688 + 2408 = 4096
1689 + 2407 = 4096
1690 + 2406 = 4096
1691 + 2405 = 4096
1692 + 2404 = 4096
1693 + 2403 = 4096
1694 + 2402 = 4096
1695 + 2401 = 4096
1696 + 2400 = 4096
1697 + 2399 = 4096
1698 + 2398 = 4096
1699 + 2397 = 4096
1700 + 2396 = 4096
1701 + 2395 = 4096
1702 + 2394 = 4096
1703 + 2393 = 4096
1704 + 2392 = 4096
1705 + 2391 = 4096
1706 + 2390 = 4096
1707 + 2389 = 4096
1708 + 2388 = 4096
1709 + 2387 = 4096
1710 + 2386 = 4096
1711 + 2385 = 4096
1712 + 2384 = 4096
1713 + 2383 = 4096
1714 + 2382 = 4096
1715 + 2381 = 4096
1716 + 2380 = 4096
1717 + 2379 = 4096
1718 + 2378 = 4096
1719 + 2377 = 4096
1720 + 2376 = 4096
1721 + 2375 = 4096
1722 + 2374 = 4096
1723 + 2373 = 4096
1724 + 2372 = 4096
1725 + 2371 = 4096
1726 + 2370 = 4096
1727 + 2369 = 4096
1728 + 2368 = 4096
1729 + 2367 = 4096
1730 + 2366 = 4096
1731 + 2365 = 4096
1732 + 2364 = 4096
1733 + 2363 = 4096
1734 + 2362 = 4096
1735 + 2361 = 4096
1736 + 2360 = 4096
1737 + 2359 = 4096
1738 + 2358 = 4096
1739 + 2357 = 4096
1740 + 2356 = 4096
1741 + 2355 = 4096
1742 + 2354 = 4096
1743 + 2353 = 4096
1744 + 2352 = 4096
1745 + 2351 = 4096
1746 + 2350 = 4096
1747 + 2349 = 4096
1748 + 2348 = 4096
1749 + 2347 = 4096
1750 + 2346 = 4096
1751 + 2345 = 4096
1752 + 2344 = 4096
1753 + 2343 = 4096
1754 + 2342 = 4096
1755 + 2341 = 4096
1756 + 2340 = 4096
1757 + 2339 = 4096
1758 + 2338 = 4096
1759 + 2337 = 4096
1760 + 2336 = 4096
1761 + 2335 = 4096
1762 + 2334 = 4096
1763 + 2333 = 4096
1764 + 2332 = 4096
1765 + 2331 = 4096
1766 + 2330 = 4096
1767 + 2329 = 4096
1768 + 2328 = 4096
1769 + 2327 = 4096
1770 + 2326 = 4096
1771 + 2325 = 4096
1772 + 2324 = 4096
1773 + 2323 = 4096
1774 + 2322 = 4096
1775 + 2321 = 4096
1776 + 2320 = 4096
1777 + 2319 = 4096
1778 + 2318 = 4096
1779 + 2317 = 4096
1780 + 2316 = 4096
1781 + 2315 = 4096
1782 + 2314 = 4096
1783 + 2313 = 4096
1784 + 2312 = 4096
1785 + 2311 = 4096
1786 + 2310 = 4096
1787 + 2309 = 4096
1788 + 2308 = 4096
1789 + 2307 = 4096
1790 + 2306 = 4096
1791 + 2305 = 4096
1792 + 2304 = 4096
1793 + 2303 = 4096
1794 + 2302 = 4096
1795 + 2301 = 4096
1796 + 2300 = 4096
1797 + 2299 = 4096
1798 + 2298 = 4096
1799 + 2297 = 4096
1800 + 2296 = 4096
1801 + 2295 = 4096
1802 + 2294 = 4096
1803 + 2293 = 4096
1804 + 2292 = 4096
1805 + 2291 = 4096
1806 + 2290 = 4096
1807 + 2289 = 4096
1808 + 2288 = 4096
1809 + 2287 = 4096
1810 + 2286 = 4096
1811 + 2285 = 4096
1812 + 2284 = 4096
1813 + 2283 = 4096
1814 + 2282 = 4096
1815 + 2281 = 4096
1816 + 2280 = 4096
1817 + 2279 = 4096
1818 + 2278 = 4096
1819 + 2277 = 4096
1820 + 2276 = 4096
1821 + 2275 = 4096
1822 + 2274 = 4096
1823 + 2273 = 4096
1824 + 2272 = 4096
1825 + 2271 = 4096
1826 + 2270 = 4096
1827 + 2269 = 4096
1828 + 2268 = 4096
1829 + 2267 = 4096
1830 + 2266 = 4096
1831 + 2265 = 4096
1832 + 2264 = 4096
1833 + 2263 = 4096
1834 + 2262 = 4096
1835 + 2261 = 4096
1836 + 2260 = 4096
1837 + 2259 = 4096
1838 + 2258 = 4096
1839 + 2257 = 4096
1840 + 2256 = 4096
1841 + 2255 = 4096
1842 + 2254 = 4096
1843 + 2253 = 4096
1844 + 2252 = 4096
1845 + 2251 = 4096
1846 + 2250 = 4096
1847 + 2249 = 4096
1848 + 2248 = 4096
1849 + 2247 = 4096
1850 + 2246 = 4096
1851 + 2245 = 4096
1852 + 2244 = 4096
1853 + 2243 = 4096
1854 + 2242 = 4096
1855 + 2241 = 4096
1856 + 2240 = 4096
1857 + 2239 = 4096
1858 + 2238 = 4096
1859 + 2237 = 4096
1860 + 2236 = 4096
1861 + 2235 = 4096
1862 + 2234 = 4096
1863 + 2233 = 4096
1864 + 2232 = 4096
1865 + 2231 = 4096
1866 + 2230 = 4096
1867 + 2229 = 4096
1868 + 2228 = 4096
1869 + 2227 = 4096
1870 + 2226 = 4096
1871 + 2225 = 4096
1872 + 2224 = 4096
1873 + 2223 = 4096
1874 + 2222 = 4096
1875 + 2221 = 4096
1876 + 2220 = 4096
1877 + 2219 = 4096
1878 + 2218 = 4096
1879 + 2217 = 4096
1880 + 2216 = 4096
1881 + 2215 = 4096
1882 + 2214 = 4096
1883 + 2213 = 4096
1884 + 2212 = 4096
1885 + 2211 = 4096
1886 + 2210 = 4096
1887 + 2209 = 4096
1888 + 2208 = 4096
1889 + 2207 = 4096
1890 + 2206 = 4096
1891 + 2205 = 4096
1892 + 2204 = 4096
1893 + 2203 = 4096
1894 + 2202 = 4096
1895 + 2201 = 4096
1896 + 2200 = 4096
1897 + 2199 = 4096
1898 + 2198 = 4096
1899 + 2197 = 4096
1900 + 2196 = 4096
1901 + 2195 = 4096
1902 + 2194 = 4096
1903 + 2193 = 4096
1904 + 2192 = 4096
1905 + 2191 = 4096
1906 + 2190 = 4096
1907 + 2189 = 4096
1908 + 2188 = 4096
1909 + 2187 = 4096
1910 + 2186 = 4096
1911 + 2185 = 4096
1912 + 2184 = 4096
1913 + 2183 = 4096
1914 + 2182 = 4096
1915 + 2181 = 4096
1916 + 2180 = 4096
1917 + 2179 = 4096
1918 + 2178 = 4096
1919 + 2177 = 4096
1920 + 2176 = 4096
1921 + 2175 = 4096
1922 + 2174 = 4096
1923 + 2173 = 4096
1924 + 2172 = 4096
1925 + 2171 = 4096
1926 + 2170 = 4096
1927 + 2169 = 4096
1928 + 2168 = 4096
1929 + 2167 = 4096
1930 + 2166 = 4096
1931 + 2165 = 4096
1932 + 2164 = 4096
1933 + 2163 = 4096
1934 + 2162 = 4096
1935 + 2161 = 4096
1936 + 2160 = 4096
1937 + 2159 = 4096
1938 + 2158 = 4096
1939 + 2157 = 4096
1940 + 2156 = 4096
1941 + 2155 = 4096
1942 + 2154 = 4096
1943 + 2153 = 4096
1944 + 2152 = 4096
1945 + 2151 = 4096
1946 + 2150 = 4096
1947 + 2149 = 4096
1948 + 2148 = 4096
1949 + 2147 = 4096
1950 + 2146 = 4096
1951 + 2145 = 4096
1952 + 2144 = 4096
1953 + 2143 = 4096
1954 + 2142 = 4096
1955 + 2141 = 4096
1956 + 2140 = 4096
1957 + 2139 = 4096
1958 + 2138 = 4096
1959 + 2137 = 4096
1960 + 2136 = 4096
1961 + 2135 = 4096
1962 + 2134 = 4096
1963 + 2133 = 4096
1964 + 2132 = 4096
1965 + 2131 = 4096
1966 + 2130 = 4096
1967 + 2129 = 4096
1968 + 2128 = 4096
1969 + 2127 = 4096
1970 + 2126 = 4096
1971 + 2125 = 4096
1972 + 2124 = 4096
1973 + 2123 = 4096
1974 + 2122 = 4096
1975 + 2121 = 4096
1976 + 2120 = 4096
1977 + 2119 = 4096
1978 + 2118 = 4096
1979 + 2117 = 4096
1980 + 2116 = 4096
1981 + 2115 = 4096
1982 + 2114 = 4096
1983 + 2113 = 4096
1984 + 2112 = 4096
1985 + 2111 = 4096
1986 + 2110 = 4096
1987 + 2109 = 4096
1988 + 2108 = 4096
1989 + 2107 = 4096
1990 + 2106 = 4096
1991 + 2105 = 4096
1992 + 2104 = 4096
1993 + 2103 = 4096
1994 + 2102 = 4096
1995 + 2101 = 4096
1996 + 2100 = 4096
1997 + 2099 = 4096
1998 + 2098 = 4096
1999 + 2097 = 4096
2000 + 2096 = 4096
2001 + 2095 = 4096
2002 + 2094 = 4096
2003 + 2093 = 4096
2004 + 2092 = 4096
2005 + 2091 = 4096
2006 + 2090 = 4096
2007 + 2089 = 4096
2008 + 2088 = 4096
2009 + 2087 = 4096
2010 + 2086 = 4096
2011 + 2085 = 4096
2012 + 2084 = 4096
2013 + 2083 = 4096
2014 + 2082 = 4096
2015 + 2081 = 4096
2016 + 2080 = 4096
2017 + 2079 = 4096
2018 + 2078 = 4096
2019 + 2077 = 4096
2020 + 2076 = 4096
2021 + 2075 = 4096
2022 + 2074 = 4096
2023 + 2073 = 4096
2024 + 2072 = 4096
2025 + 2071 = 4096
2026 + 2070 = 4096
2027 + 2069 = 4096
2028 + 2068 = 4096
2029 + 2067 = 4096
2030 + 2066 = 4096
2031 + 2065 = 4096
2032 + 2064 = 4096
2033 + 2063 = 4096
2034 + 2062 = 4096
2035 + 2061 = 4096
2036 + 2060 = 4096
2037 + 2059 = 4096
2038 + 2058 = 4096
2039 + 2057 = 4096
2040 + 2056 = 4096
2041 + 2055 = 4096
2042 + 2054 = 4096
2043 + 2053 = 4096
2044 + 2052 = 4096
2045 + 2051 = 4096
2046 + 2050 = 4096
2047 + 2049 = 4096
2048 + 2048 = 4096
2049 + 2047 = 4096
2050 + 2046 = 4096
2051 + 2045 = 4096
2052 + 2044 = 4096
2053 + 2043 = 4096
2054 + 2042 = 4096
2055 + 2041 = 4096
2056 + 2040 = 4096
2057 + 2039 = 4096
2058 + 2038 = 4096
2059 + 2037 = 4096
2060 + 2036 = 4096
2061 + 2035 = 4096
2062 + 2034 = 4096
2063 + 2033 = 4096
2064 + 2032 = 4096
2065 + 2031 = 4096
2066 + 2030 = 4096
2067 + 2029 = 4096
2068 + 2028 = 4096
2069 + 2027 = 4096
2070 + 2026 = 4096
2071 + 2025 = 4096
2072 + 2024 = 4096
2073 + 2023 = 4096
2074 + 2022 = 4096
2075 + 2021 = 4096
2076 + 2020 = 4096
2077 + 2019 = 4096
2078 + 2018 = 4096
2079 + 2017 = 4096
2080 + 2016 = 4096
2081 + 2015 = 4096
2082 + 2014 = 4096
2083 + 2013 = 4096
2084 + 2012 = 4096
2085 + 2011 = 4096
2086 + 2010 = 4096
2087 + 2009 = 4096
2088 + 2008 = 4096
2089 + 2007 = 4096
2090 + 2006 = 4096
2091 + 2005 = 4096
2092 + 2004 = 4096
2093 + 2003 = 4096
2094 + 2002 = 4096
2095 + 2001 = 4096
2096 + 2000 = 4096
2097 + 1999 = 4096
2098 + 1998 = 4096
2099 + 1997 = 4096
2100 + 1996 = 4096
2101 + 1995 = 4096
2102 + 1994 = 4096
2103 + 1993 = 4096
2104 + 1992 = 4096
2105 + 1991 = 4096
2106 + 1990 = 4096
2107 + 1989 = 4096
2108 + 1988 = 4096
2109 + 1987 = 4096
2110 + 1986 = 4096
2111 + 1985 = 4096
2112 + 1984 = 4096
2113 + 1983 = 4096
2114 + 1982 = 4096
2115 + 1981 = 4096
2116 + 1980 = 4096
2117 + 1979 = 4096
2118 + 1978 = 4096
2119 + 1977 = 4096
2120 + 1976 = 4096
2121 + 1975 = 4096
2122 + 1974 = 4096
2123 + 1973 = 4096
2124 + 1972 = 4096
2125 + 1971 = 4096
2126 + 1970 = 4096
2127 + 1969 = 4096
2128 + 1968 = 4096
2129 + 1967 = 4096
2130 + 1966 = 4096
2131 + 1965 = 4096
2132 + 1964 = 4096
2133 + 1963 = 4096
2134 + 1962 = 4096
2135 + 1961 = 4096
2136 + 1960 = 4096
2137 + 1959 = 4096
2138 + 1958 = 4096
2139 + 1957 = 4096
2140 + 1956 = 4096
2141 + 1955 = 4096
2142 + 1954 = 4096
2143 + 1953 = 4096
2144 + 1952 = 4096
2145 + 1951 = 4096
2146 + 1950 = 4096
2147 + 1949 = 4096
2148 + 1948 = 4096
2149 + 1947 = 4096
2150 + 1946 = 4096
2151 + 1945 = 4096
2152 + 1944 = 4096
2153 + 1943 = 4096
2154 + 1942 = 4096
2155 + 1941 = 4096
2156 + 1940 = 4096
2157 + 1939 = 4096
2158 + 1938 = 4096
2159 + 1937 = 4096
2160 + 1936 = 4096
2161 + 1935 = 4096
2162 + 1934 = 4096
2163 + 1933 = 4096
2164 + 1932 = 4096
2165 + 1931 = 4096
2166 + 1930 = 4096
2167 + 1929 = 4096
2168 + 1928 = 4096
2169 + 1927 = 4096
2170 + 1926 = 4096
2171 + 1925 = 4096
2172 + 1924 = 4096
2173 + 1923 = 4096
2174 + 1922 = 4096
2175 + 1921 = 4096
2176 + 1920 = 4096
2177 + 1919 = 4096
2178 + 1918 = 4096
2179 + 1917 = 4096
2180 + 1916 = 4096
2181 + 1915 = 4096
2182 + 1914 = 4096
2183 + 1913 = 4096
2184 + 1912 = 4096
2185 + 1911 = 4096
2186 + 1910 = 4096
2187 + 1909 = 4096
2188 + 1908 = 4096
2189 + 1907 = 4096
2190 + 1906 = 4096
2191 + 1905 = 4096
2192 + 1904 = 4096
2193 + 1903 = 4096
2194 + 1902 = 4096
2195 + 1901 = 4096
2196 + 1900 = 4096
2197 + 1899 = 4096
2198 + 1898 = 4096
2199 + 1897 = 4096
2200 + 1896 = 4096
2201 + 1895 = 4096
2202 + 1894 = 4096
2203 + 1893 = 4096
2204 + 1892 = 4096
2205 + 1891 = 4096
2206 + 1890 = 4096
2207 + 1889 = 4096
2208 + 1888 = 4096
2209 + 1887 = 4096
2210 + 1886 = 4096
2211 + 1885 = 4096
2212 + 1884 = 4096
2213 + 1883 = 4096
2214 + 1882 = 4096
2215 + 1881 = 4096
2216 + 1880 = 4096
2217 + 1879 = 4096
2218 + 1878 = 4096
2219 + 1877 = 4096
2220 + 1876 = 4096
2221 + 1875 = 4096
2222 + 1874 = 4096
